Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Simplified
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,Night,MoonlitMemories,Twitter,#Nostalgia #CherishedMemories,18.0,35.0, Italy ,2019,5,15,21,Neutral
"In the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,Afternoon,SymphonyOfTears,Facebook,#Grief #MelancholicMelody,22.0,45.0, Germany ,2018,11,28,14,Negative
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",Betrayal,Evening,VenomousGarden,Instagram,#Betrayal #PoisonedTrust,25.0,50.0, Canada ,2021,3,2,17,Negative
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend.",Despair,Night,QuicksandFighter,Twitter,#Despair #DeepDescent,20.0,40.0, USA ,2016,10,18,19,Negative
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,Afternoon,DreamCemetery,Facebook,#Desolation #UntoldSorrows,28.0,55.0, France ,2020,8,15,12,Neutral
"Swept away by the river of regret, the currents of the past refusing to release.",Regret,Evening,RegretRiver,Instagram,#Regret #PastCurrents,18.0,35.0, UK ,2017,4,28,16,Negative
"Whispers of lost love linger in the attic of the heart, forgotten but not erased.",Loss,Night,HeartAttic,Twitter,#Loss #ForgottenLove,22.0,45.0, Australia ,2019,9,10,21,Negative
"In the gallery of broken promises, each shattered vow framed, a painful exhibition.",Betrayal,Afternoon,PromiseGallery,Facebook,#Betrayal #ShatteredVows,15.0,30.0, Brazil ,2022,1,28,13,Negative
"The echoes of solitude, a silent conversation between a soul and its shadows.",Solitude,Night,EchoedConversation,Instagram,#Solitude #ShadowConversation,30.0,60.0, Spain ,2016,6,15,22,Neutral
"Dancing on sunshine, each step a celebration of the joy found in simple moments.",Joy,Evening,SunshineDancer,Instagram,#Joy #SimpleMoments,40.0,80.0, USA ,2021,8,20,15,Positive
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",Happiness,Evening,EchoedLaughter,Twitter,#Happiness #SpiritLifter,35.0,70.0, Canada ,2018,4,12,18,Positive
"In the garden of contentment, each bloom whispers tales of inner peace and joy.",Contentment,Afternoon,GardenOfJoy,Facebook,#Contentment #InnerPeace,25.0,50.0, UK ,2022,2,15,12,Positive
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm.",Enthusiasm,Afternoon,DreamChaser,Instagram,#Enthusiasm #HopefulJourney,30.0,60.0, Australia ,2019,10,28,14,Positive
"Serenading the stars with a heart full of gratitude, a melody of thankfulness.",Gratitude,Night,StarSerenader,Twitter,#Gratitude #ThankfulMelody,22.0,45.0, India ,2017,12,22,21,Positive
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness.",Accomplishment,Evening,GlowAchiever,Facebook,#Accomplishment #HappinessMilestone,28.0,55.0, Germany ,2020,6,10,17,Positive
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony.",Positivity,Night,DanceHarmony,Instagram,#Positivity #SoulUpliftment,18.0,35.0, France ,2016,9,18,19,Positive
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished.",Joy,Afternoon,LaughterCup,Twitter,#Joy #CherishedMoment,20.0,40.0, Japan ,2023,3,10,14,Positive
"Draped in the warmth of kindness, a quilt of compassion stitched with love.",Kindness,Afternoon,QuiltedCompassion,Facebook,#Kindness #LoveStitches,25.0,50.0, Brazil ,2019,5,5,12,Positive
"In the garden of friendships, each bloom a testament to the beauty of camaraderie.",Friendship,Evening,FriendshipGarden,Instagram,#Friendship #CamaraderieBlooms,30.0,60.0, South Africa ,2018,8,28,16,Positive
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection.",Love,Night,MelodyOfLove,Twitter,#Love #RhythmOfAffection,35.0,70.0, USA ,2022,11,15,20,Positive
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles.",Joy,Evening,ColorfulLaughter,Instagram,#Joy #EndlessSmiles,40.0,80.0, Canada ,2019,7,2,17,Positive
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor.",Excitement,Afternoon,SymphonyFervor,Facebook,#Excitement #IgnitedSoul,30.0,60.0, UK ,2021,4,18,14,Neutral
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder.",Surprise,Night,WrappedDelight,Twitter,#Surprise #WonderfulMoment,25.0,50.0, Australia ,2023,2,5,19,Neutral
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.",Curiosity,Afternoon,MazeDiscovery,Instagram,#Curiosity #TreasuresOfDiscovery,22.0,45.0, India ,2018,9,22,12,Neutral
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness.",Gratitude,Night,CloudsOfBlessings,Facebook,#Gratitude #ShowerOfThankfulness,28.0,55.0, Germany ,2016,12,10,21,Positive
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance.",Inspiration,Evening,CometCreativity,Twitter,#Inspiration #BrilliantTrails,18.0,35.0, France ,2020,5,28,16,Positive
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.",Success,Night,FireworksTriumph,Instagram,#Success #NightSkyTriumph,22.0,45.0, Japan ,2017,11,15,22,Positive
"A symphony of laughter, each note a key to unlocking the door of boundless happiness.",Happiness,Night,LaughterSymphony,Facebook,#Happiness #BoundlessLaughter,30.0,60.0, Brazil ,2021,8,2,19,Positive
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.",Thrill,Evening,EmotionCarnival,Instagram,#Thrill #WildHeartRide,35.0,70.0, South Africa ,2019,3,28,15,Positive
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams.",Reflection,Evening,ParisDreamer,Twitter,#Reflection #ParisianDreams,28.0,55.0, France ,2018,5,12,17,Neutral
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies.",Enchantment,Evening,DisneylandExplorer,Instagram,#Enchantment #ChildhoodFantasies,30.0,60.0, USA ,2022,9,28,15,Positive
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed.",Excitement,Afternoon,FerrariSpeedster,Facebook,#Excitement #SymphonyOfSpeed,22.0,45.0, Italy ,2019,11,10,14,Neutral
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy.",Joy,Evening,KeukenhofAdventurer,Instagram,#Joy #SpringtimeColors,35.0,70.0, Netherlands ,2021,4,2,18,Positive
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions.",Exploration,Night,KyotoAdventurer,Twitter,#Exploration #JapaneseTraditions,18.0,35.0, Japan ,2017,8,22,21,Neutral
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur.",Awe,Evening,CanyonMarveler,Instagram,#Awe #EarthsGrandeur,25.0,50.0, USA ,2020,6,15,16,Positive
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility.",Serenity,Night,SantoriniTraveler,Facebook,#Serenity #SunsetHues,22.0,45.0, Greece ,2016,9,10,19,Positive
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization.",Amazement,Afternoon,PetraExplorer,Twitter,#Amazement #AncientTales,30.0,60.0, Jordan ,2023,1,28,13,Neutral
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city.",Romance,Evening,VeniceRomantic,Instagram,#Romance #TimelessCity,20.0,40.0, Italy ,2019,4,18,16,Neutral
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations.",Awe,Night,MachuPicchuAdventurer,Facebook,#Awe #AncientCivilizations,28.0,55.0, Peru ,2017,11,5,22,Positive
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy.",Excitement,Night,TimesSquareExplorer,Instagram,#Excitement #UrbanEnergy,35.0,70.0, USA ,2022,7,20,21,Neutral
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor.",Captivation,Evening,ColosseumAdventurer,Twitter,#Captivation #GladiatorTales,25.0,50.0, Italy ,2018,3,15,17,Neutral
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise.",Serenity,Afternoon,MaldivesSailor,Facebook,#Serenity #ParadiseWhispers,22.0,45.0, Maldives ,2019,10,28,14,Positive
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders.",Wonder,Evening,AmazonExplorer,Instagram,#Wonder #NatureOrchestra,30.0,60.0, Brazil ,2021,6,10,16,Neutral
"Walking the Great Wall of China, each step a testament to ancient engineering marvels.",Awe,Night,GreatWallWalker,Twitter,#Awe #EngineeringMarvels,18.0,35.0, China ,2017,8,18,19,Positive
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment.",Accomplishment,Morning,FujiSummitAchiever,Facebook,#Accomplishment #SunriseHues,28.0,55.0, Japan ,2020,4,15,5,Positive
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization.",Exploration,Afternoon,AngkorWatAdventurer,Instagram,#Exploration #KhmerStories,20.0,40.0, Cambodia ,2016,11,22,13,Neutral
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks.",Adventure,Afternoon,AlpsSkiAdventurer,Twitter,#Adventure #SnowPeakDance,22.0,45.0, Switzerland ,2019,1,10,14,Neutral
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves.",Tranquility,Evening,KyotoBambooSeeker,Facebook,#Tranquility #ZenWisdom,25.0,50.0, Japan ,2023,2,28,16,Neutral
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur.",Grandeur,Evening,NorwayFjordExplorer,Instagram,#Grandeur #IcyMasterpiece,22.0,45.0, Norway ,2018,5,28,18,Neutral
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion.",Emotion,Night,AdeleConcertGoer,Instagram,#Emotion #AdeleConcert,40.0,80.0, USA ,2022,9,15,20,Neutral
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move.",Energy,Night,BeyonceDancer,Twitter,#Energy #BeyonceConcert,35.0,70.0, USA ,2019,7,28,21,Neutral
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale.",Enchantment,Night,SwiftieDreamer,Facebook,#Enchantment #TaylorSwift,30.0,60.0, USA ,2021,5,10,19,Positive
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit.",Nostalgia,Night,QueenTributeFan,Instagram,#Nostalgia #QueenTribute,22.0,45.0, UK ,2018,12,2,22,Neutral
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments.",Serenity,Night,SheeranMelodyLover,Twitter,#Serenity #EdSheeranConcert,18.0,35.0, UK ,2020,8,18,19,Positive
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy.",Joy,Night,MarsJoyExplorer,Facebook,#Joy #BrunoMars,28.0,55.0, USA ,2017,3,28,20,Positive
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop.",Celebration,Night,MJTributeDancer,Instagram,#Celebration #MJTribute,25.0,50.0, USA ,2022,1,15,21,Positive
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'.",Charm,Evening,SinatraCharmListener,Twitter,#Charm #SinatraTribute,22.0,45.0, USA ,2019,6,10,18,Neutral
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy.",Ecstasy,Night,MetallicaMoshWarrior,Facebook,#Ecstasy #MetallicaConcert,35.0,70.0, USA ,2023,3,20,22,Neutral
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night.",Hope,Night,ColdplayHopeSeeker,Instagram,#Hope #ColdplayMagic,30.0,60.0, UK ,2016,11,28,19,Positive
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm.",Enthusiasm,Night,BieberDanceEnthusiast,Instagram,#Enthusiasm #JustinBieber,40.0,80.0, Canada ,2018,8,5,20,Positive
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry.",Creativity,Night,GagaArtisticChameleon,Twitter,#Creativity #LadyGaga,35.0,70.0, USA ,2021,4,15,21,Neutral
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'.",Emotion,Night,AdeleMelodyTearjerker,Facebook,#Emotion #AdeleMelodies,30.0,60.0, UK ,2019,11,28,19,Neutral
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky.",Colorful,Night,KatyPerryColorExplosion,Instagram,#Colorful #KatyPerry,22.0,45.0, USA ,2020,6,22,22,Neutral
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride.",Pride,Night,JayZEmpireListener,Twitter,#Pride #JayZAnthem,18.0,35.0, USA ,2017,9,10,20,Neutral
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'.",Hypnotic,Night,ShakiraHipsDancer,Facebook,#Hypnotic #ShakiraRhythms,28.0,55.0, Colombia ,2022,2,28,21,Neutral
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection.",Connection,Night,U2ConnectionSeeker,Instagram,#Connection #U2Anthem,25.0,50.0, Ireland ,2016,5,15,19,Neutral
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night.",Iconic,Night,GunsNRosesRiffRockstar,Twitter,#Iconic #GNRConcert,22.0,45.0, USA ,2018,12,10,22,Neutral
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony.",Euphoria,Night,ArianaEuphoriaChaser,Facebook,#Euphoria #ArianaGrande,35.0,70.0, USA ,2023,1,22,20,Positive
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul.",Journey,Evening,MarleyReggaeTraveler,Instagram,#Journey #BobMarleyTribute,30.0,60.0, Jamaica ,2020,3,5,18,Neutral
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere.",Excitement,Night,MovieEnthusiastPremiereAttendee,Twitter,#Excitement #MoviePremiereThrills,40.0,80.0, USA ,2018,10,12,20,Neutral
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films.",Nostalgia,Night,FilmLoverNostalgiaSeeker,Instagram,#Nostalgia #ClassicFilmMoments,35.0,70.0, UK ,2019,6,25,22,Neutral
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy.",Engagement,Night,WebSeriesViewerCharacterConnection,Facebook,#Engagement #WebSeriesJourney,30.0,60.0, Canada ,2020,7,8,19,Neutral
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment.",Pride,Night,IndieFilmmakerFestivalSuccess,Twitter,#Pride #IndieFilmSuccess,22.0,45.0, Australia ,2017,9,18,21,Neutral
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow.",Touched,Evening,DramaEnthusiastHeartwarmingMoments,Instagram,#Touched #FamilyDramaMoments,28.0,55.0, India ,2021,1,15,18,Neutral
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance.",Gratitude,Night,AwardWinningActorOscarsRecipient,Facebook,#Gratitude #OscarWinningMoment,18.0,35.0, USA ,2016,2,28,20,Positive
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity.",Inspiration,Evening,DocumentaryEnthusiastHiddenGemFinder,Twitter,#Inspiration #HiddenGemDiscovery,22.0,45.0, France ,2022,4,20,17,Positive
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline.",Contemplation,Night,FilmBuffContemplativeViewer,Instagram,#Contemplation #DeepMeanings,28.0,55.0, Germany ,2019,11,5,21,Neutral
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline.",Suspense,Night,CrimeSeriesEnthusiastThrillSeeker,Facebook,#Suspense #CrimeSeriesThrills,35.0,70.0, Japan ,2015,7,12,22,Neutral
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending.",Satisfaction,Night,FilmCriticSatisfactionSeeker,Twitter,#Satisfaction #FulfillingEnding,22.0,45.0, Brazil ,2020,9,10,19,Positive
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team.",Joy,Night,FootballFanWorldCupCelebration,Instagram,#Joy #WorldCupTriumph,40.0,80.0, Brazil ,2018,7,15,21,Positive
"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement.",Inspiration,Night,OlympicsEnthusiastGoldMedalWinner,Twitter,#Inspiration #OlympicAchievement,35.0,70.0, USA ,2020,8,8,19,Positive
"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions.",Excitement,Night,CricketFanChampionshipThrills,Facebook,#Excitement #CricketChampionship,30.0,60.0, India ,2019,6,25,22,Neutral
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners.",Admiration,Evening,MarathonSpectatorRecordBreaking,Instagram,#Admiration #MarathonRecords,22.0,45.0, Kenya ,2021,11,7,17,Positive
"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage.",Captivation,Night,TennisEnthusiastGrandSlamDrama,Twitter,#Captivation #TennisRivalry,28.0,55.0, UK ,2017,9,10,20,Neutral
"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title.",Triumph,Night,BasketballFanUnderdogTriumph,Facebook,#Triumph #BasketballFinals,18.0,35.0, USA ,2022,6,20,21,Neutral
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill.",Awe,Evening,GolfEnthusiastPrecisionVictory,Instagram,#Awe #GolfVictory,22.0,45.0, Scotland ,2016,4,10,18,Positive
"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship.",Thrill,Night,F1FanHighSpeedRaceExcitement,Twitter,#Thrill #Formula1Championship,28.0,55.0, Germany ,2019,11,24,19,Positive
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds.",Determination,Night,CyclingEnthusiastWorldChampion,Facebook,#Determination #CyclingChampion,35.0,70.0, Italy ,2015,9,28,22,Neutral
"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity.",Heartwarming,Night,HockeyFanComebackVictory,Instagram,#Heartwarming #HockeyFinalsComeback,22.0,45.0, Canada ,2020,12,12,20,Neutral
"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season.",Disappointment,Evening,SoccerFanTeamDefeats,Twitter,#Disappointment #SoccerDefeats,40.0,80.0, Brazil ,2019,11,2,18,Negative
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events.",Frustration,Night,TennisEnthusiastUnexpectedSetback,Instagram,#Frustration #TennisSetback,35.0,70.0, USA ,2018,7,10,21,Negative
"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout.",Reflection,Night,BoxingFanChampionshipDefeat,Facebook,#Reflection #BoxingDefeat,30.0,60.0, UK ,2020,9,18,19,Neutral
"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle.",Obstacle,Night,CyclingEnthusiastTireBlowout,Twitter,#Obstacle #CyclingFrustration,22.0,45.0, France ,2017,5,15,22,Neutral
"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports.",Sympathy,Night,GymnasticsFanRoutineFall,Instagram,#Sympathy #GymnasticsFall,28.0,55.0, Japan ,2021,4,5,20,Neutral
"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition.",Pressure,Evening,GolfEnthusiastMissedPutt,Facebook,#Pressure #GolfDefeat,18.0,35.0, USA ,2016,8,20,18,Neutral
"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort.",Renewed Effort,Night,BasketballFanTeamLosses,Twitter,#RenewedEffort #BasketballStruggles,22.0,45.0, Canada ,2019,2,12,19,Neutral
"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race.",Miscalculation,Night,SwimmingEnthusiastRaceSetback,Instagram,#Miscalculation #SwimmingDisappointment,28.0,55.0, Australia ,2015,6,28,20,Neutral
"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits.",Challenge,Night,WeightliftingFanFailedRecord,Facebook,#Challenge #WeightliftingFailure,35.0,70.0, Germany ,2022,1,8,21,Neutral
"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them.",Despair,Night,SoccerPlayerOwnGoalMoment,Twitter,#Despair #OwnGoal,22.0,45.0, Spain ,2018,12,15,20,Negative
"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder.",Tranquility,Night,NatureEnthusiastSunsetWonder,Instagram,#Tranquility #SunsetBeauty,40.0,80.0, Canada ,2021,7,10,19,Neutral
"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime.",Adventure,Night,TravelEnthusiastRoadTripDiscovery,Twitter,#Adventure #RoadTripMemories,35.0,70.0, USA ,2019,9,28,20,Neutral
"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind.",Solace,Evening,UrbanExplorerCafeSolitude,Facebook,#Solace #CafeReflection,30.0,60.0, France ,2022,3,15,18,Neutral
"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression.",Creativity,Night,ArtEnthusiastStreetArtExploration,Instagram,#Creativity #StreetArtVibes,22.0,45.0, Brazil ,2017,11,5,21,Neutral
"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration.",Breakthrough,Evening,ScienceEnthusiastDiscoveryMoment,Twitter,#Breakthrough #ScientificDiscovery,28.0,55.0, Germany ,2020,5,20,16,Neutral
"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul.",Harmony,Night,MusicLoverLiveOrchestraExperience,Facebook,#Harmony #OrchestraMelody,18.0,35.0, UK ,2016,8,22,19,Neutral
"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones.",Joy in Baking,Evening,HomeBakerDeliciousMemories,Instagram,#JoyInBaking #HomemadeDelights,22.0,45.0, India ,2023,4,10,17,Positive
"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras.",Envisioning History,Evening,HistoryBuffMuseumExploration,Twitter,#EnvisioningHistory #MuseumTales,28.0,55.0, Italy ,2015,12,18,18,Neutral
"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape.",Imagination,Night,BookwormCaptivatingNovelEscape,Facebook,#Imagination #LiteraryEscape,35.0,70.0, Japan ,2021,10,8,20,Neutral
"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story.",Vibrancy,Night,PhotographyEnthusiastMarketMoments,Instagram,#Vibrancy #MarketStories,22.0,45.0, Australia ,2019,3,22,21,Neutral
"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky.",Mesmerizing,Night,DanceEnthusiastCityNightPerformance,Twitter,#Mesmerizing #NightDancePerformance,40.0,80.0, USA ,2018,6,15,22,Neutral
"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas.",Culinary Adventure,Night,FoodieMarketStreetFoodExploration,Instagram,#CulinaryAdventure #StreetFoodDelights,35.0,70.0, Thailand ,2019,8,28,19,Neutral
"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes.",Winter Magic,Evening,SnowLoverWinterEnthusiast,Facebook,#WinterMagic #SnowyLandscapes,30.0,60.0, Canada ,2022,12,1,17,Neutral
"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation.",Thrilling Journey,Night,MysteryBookwormSuspensefulRead,Twitter,#ThrillingJourney #MysteryNovel,22.0,45.0, UK ,2017,4,10,21,Positive
"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas.",Nature's Beauty,Evening,GardeningEnthusiastFlowerGarden,Instagram,#NaturesBeauty #FloralJoy,28.0,55.0, Australia ,2020,5,15,18,Neutral
"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse.",Celestial Wonder,Night,AstronomyEnthusiastStargazing,Facebook,#CelestialWonder #Stargazing,18.0,35.0, USA ,2016,9,22,20,Neutral
"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose.",Creative Inspiration,Night,CoffeeLoverWritersRetreat,Twitter,#CreativeInspiration #CoffeeJourney,22.0,45.0, France ,2023,2,12,19,Positive
"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity.",Runway Creativity,Night,FashionEnthusiastDesignerShowcase,Instagram,#RunwayCreativity #FashionInnovation,28.0,55.0, Italy ,2015,11,10,21,Neutral
"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave.",Ocean's Freedom,Evening,SurfingEnthusiastWaveRider,Facebook,#OceansFreedom #SurfingThrills,22.0,45.0, Brazil ,2021,7,20,18,Neutral
"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past.",Whispers of the Past,Night,HistoryExplorerAncientCityTour,Twitter,#WhispersOfThePast #HistoricalTour,35.0,70.0, Greece ,2019,4,18,20,Neutral
Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode,Excitement,Night,CrushAvoider,Twitter,#CrushStruggles #AvoidingEyeContact,15.0,30.0, USA,2023,5,20,19,Neutral
Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems,Boredom,Night,MovieBuff,Instagram,#SnackCrisis #TeenLife,18.0,35.0, Canada,2023,5,21,21,Negative
Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes,Joy,Afternoon,SelfieAddict,Facebook,#SelfieStruggle #TeenConfessions,22.0,45.0, UK,2023,5,22,14,Positive
Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife,Frustration,Evening,AudioExplorer,Twitter,#TeenProblems #LostHeadphones,20.0,40.0, USA,2023,5,23,16,Negative
Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions,Surprise,Afternoon,MemeCreator,Instagram,#StudyingMemes #TeenLife,25.0,50.0, Canada,2023,5,24,13,Neutral
"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles",Indifference,Night,FashionBlunder,Facebook,#WeekendOops #TeenFashion,20.0,40.0, USA,2023,5,25,19,Neutral
Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements,Satisfaction,Afternoon,GroupGenius,Twitter,#TeenSuccess #ProjectMiracle,28.0,55.0, UK,2023,5,26,14,Positive
"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor",Disgust,Night,ChipExplorer,Instagram,#TeenChef #CookingFail,22.0,45.0, Canada,2023,5,27,21,Negative
